Region;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Respublika Buryatiya;3416973.6;3759016.7;4550676.3;5284257.3;6731320.2;7502285.1;7115674.9;9099360.9;10342169.5;11888155.5;12220511.2;13171057.2;13988638;14693835.5;16933416.5;18052470;20255927.9;23294899.1
Zabajkal'skij kraj;3806014;4193309.4;5289443.3;6206759.7;8479724.3;8638238;8709901.5;10445298.9;12140248.2;14430820.6;15700476.2;16126324.2;16299871.8;17250362.1;22114378.4;23077701.3;23964425.8;26057414.2
Respublika Saha (YAkutiya);8264734.7;8802289.8;10738493.9;12732091.5;15858277.2;18082000.8;17866719.1;20605113.5;24251208.8;32253467.7;35182106;36958490;37377356.9;38929889.1;46146430.5;48858720.5;49329820.7;54809001.8
Kamchatskij kraj;1930910.8;2440728;3129981.6;3547673.1;4146617.5;4818034.9;5485834.3;5926602.9;6375242.7;7468874.4;8277254.1;9172163.3;9365665;10406914.9;11699958.1;12305493.8;12983756.6;14423502.8
Primorskij kraj;6190433.9;7512566;8342975.8;9910000.6;12084728.2;14354953;13710066.5;14618308;18628248.6;22015066.1;23440084.1;23603025.8;23357616.1;27482573;29910206.9;33799964.4;33391880;37884574.7
Habarovskij kraj;6443290.5;7793792;9095354.1;11047962.1;13477267.4;14087542.1;14734324.1;17502069.3;21007970.3;24412430.4;25212739.3;25454151.1;25866950;27868466.6;32302500.2;33669175.2;33392895.4;36114253.6
Amurskaya oblast';2886486.2;3547763.2;4039572.7;5023083.2;5938693.6;6847561.3;7062621.3;8382684;10025792.8;12340019.2;12838443.9;12458906.7;12516170;13326113.3;15523592.2;17016232.1;17699094.7;19694444.4
Magadanskaya oblast';1113941.5;1303981.5;1499820.6;1810200.1;2186106.8;2501809.6;2581453;3057468.4;3858557.1;4597753;5092432.8;5341493.2;5487797.9;5916587.6;6357249.8;6902683.1;7493363.9;8306332.9
Sahalinskaya oblast';2230561;2580728.5;3261219;4188832.9;5750072.7;6666323.7;7304112;8092284.3;8726944.3;10558087.3;12156806.4;13320564.9;14256487.8;14878429.8;17793894.2;21923014.6;23623687.6;24263518.4
Evrejskaya avtonomnaya oblast';575162.9;658150.4;797536.9;900278.7;1078881.4;1241301.5;1245927.3;1382755.7;1742504.6;1977911.6;2023874.3;2042028.8;2083431.3;2268249.5;2642178.6;2834253;2921734.3;3208549
CHukotskij avtonomnyj okrug;650509.6;884923.9;1058423.3;1220920.5;1354587.4;1392145.1;1540089;1759805.8;2027607;2504419.4;2867647.3;2828201.9;3066225.7;3341305.4;3673196.6;3990454.7;4275659.4;4708555.8
